epoch,train_loss,valid_loss
1,0.9528837203979492,0.9562106728553772
2,0.952865739663442,0.9561365246772766
3,0.9497521718343099,0.9557788372039795
4,0.938555637995402,0.952571451663971
5,0.9204885562260946,0.9345254898071289
6,0.9125562508900961,0.9173796772956848
7,0.9086095293362936,0.9109968543052673
8,0.9055251479148865,0.9126587510108948
9,0.9005979696909586,0.9940531253814697
10,0.8873449365297953,1.0277312994003296
11,0.8675602674484253,1.0204013586044312
12,0.8565589388211569,1.0277312994003296
13,0.838119109471639,1.0277408361434937
14,0.8080829580624899,1.0198701620101929
15,0.7675732771555582,1.0131070613861084
16,0.7307620644569397,1.0056593418121338
17,0.7018787264823914,0.9769503474235535
18,0.673138419787089,0.8770347237586975
19,0.6399516860644022,0.7526728510856628
20,0.6112422744433085,0.7137091755867004
21,0.5895523627599081,0.6656764149665833
22,0.5681107640266418,0.679043710231781
23,0.5471348166465759,0.6151106953620911
24,0.53634246190389,0.5839773416519165
25,0.5212809642155966,0.574999213218689
26,0.5097623864809672,0.5047675371170044
27,0.5013870795567831,0.5523671507835388
28,0.4913827379544576,0.500396192073822
29,0.4823190967241923,0.4572733938694
30,0.4744972288608551,0.478466659784317
31,0.47070340315500897,0.43494710326194763
32,0.4613067905108134,0.44005006551742554
33,0.4555664658546448,0.4365996718406677
34,0.4514019886652629,0.4329145550727844
35,0.4448874791463216,0.4223170280456543
36,0.441168874502182,0.41499340534210205
37,0.43319130937258404,0.4120139181613922
38,0.4293512503306071,0.41030746698379517
39,0.424120952685674,0.40675047039985657
40,0.42176233728726703,0.4009881615638733
41,0.4175696273644765,0.40422555804252625
42,0.412532776594162,0.40251821279525757
43,0.4090231756369273,0.3894159197807312
44,0.4089457492033641,0.38443487882614136
45,0.40803854664166767,0.38562172651290894
46,0.40300072232882184,0.3885493278503418
47,0.4009900689125061,0.390843003988266
48,0.3969042996565501,0.3806096613407135
49,0.39627060294151306,0.3740382194519043
50,0.3924914300441742,0.3709007799625397
51,0.3894600172837575,0.37262260913848877
52,0.387199600537618,0.3664557933807373
