epoch,train_loss,valid_loss
1,0.9517720341682434,0.9540496468544006
2,0.9516022801399231,0.9540296196937561
3,0.9511497318744659,0.9540119171142578
4,0.949702113866806,0.953988790512085
5,0.9452544152736664,0.9539492726325989
6,0.9365009665489197,0.953757643699646
7,0.9294039905071259,0.9530667662620544
8,0.9264522194862366,0.9545573592185974
9,0.9200411736965179,0.98691725730896
10,0.88969686627388,1.0287868976593018
11,0.8400466740131378,1.0305596590042114
12,0.8093388378620148,1.0294069051742554
13,0.77427738904953,1.0292123556137085
14,0.7338426411151886,1.0295432806015015
15,0.7024052441120148,1.032096266746521
16,0.665502279996872,1.0323395729064941
17,0.6410215795040131,0.9947920441627502
18,0.6105543971061707,0.9791315197944641
19,0.5920409262180328,0.9506822824478149
20,0.5830581784248352,0.8408758640289307
21,0.5650296211242676,0.8957127928733826
22,0.5551081895828247,0.8241645693778992
23,0.5494255721569061,0.7872601747512817
24,0.5391770303249359,0.7980361580848694
25,0.5320136845111847,0.7653421759605408
26,0.5201769173145294,0.7674557566642761
27,0.5119099915027618,0.7530201077461243
28,0.5039718747138977,0.7236832976341248
29,0.5006868243217468,0.7269144058227539
30,0.4898425489664078,0.6686336398124695
31,0.48195868730545044,0.6541476249694824
32,0.47605258226394653,0.6247180700302124
33,0.4697611629962921,0.6081687211990356
34,0.46069979667663574,0.6005198359489441
35,0.45503437519073486,0.5877270102500916
36,0.45276281237602234,0.5941533446311951
37,0.4438867121934891,0.5895611643791199
38,0.4399263560771942,0.6097760200500488
39,0.4355638176202774,0.5730988383293152
40,0.43132440745830536,0.5703823566436768
41,0.4329284429550171,0.5437719821929932
42,0.4291631877422333,0.5474241971969604
43,0.4217938631772995,0.5470503568649292
44,0.41615086793899536,0.5916628837585449
45,0.4142734408378601,0.5610023140907288
46,0.40795983374118805,0.5374347567558289
47,0.40509268641471863,0.5296441912651062
48,0.39990973472595215,0.5204899311065674
49,0.3965946137905121,0.5074232220649719
50,0.3936827927827835,0.5065866708755493
51,0.3916876018047333,0.5091549754142761
52,0.38900503516197205,0.5017817616462708
53,0.3830172270536423,0.49799925088882446
54,0.38353431224823,0.4827536344528198
55,0.38172103464603424,0.4823521673679352
56,0.3822227716445923,0.4725315570831299
57,0.3803237974643707,0.468256413936615
58,0.37856437265872955,0.48665452003479004
59,0.37512487173080444,0.4608140289783478
60,0.3729149103164673,0.47697463631629944
61,0.3728982210159302,0.45707929134368896
62,0.3728543221950531,0.45212072134017944
63,0.3688783794641495,0.4545327126979828
64,0.364473819732666,0.44363412261009216
65,0.37023836374282837,0.4428735077381134
66,0.3656831532716751,0.4637785851955414
67,0.3588710427284241,0.4954814910888672
68,0.35894662141799927,0.45302703976631165
69,0.3580866903066635,0.45652198791503906
70,0.35475432872772217,0.455742746591568
71,0.3524344116449356,0.4355403780937195
72,0.35069048404693604,0.4441138207912445
73,0.35093651711940765,0.4490581750869751
74,0.35189712047576904,0.4508039951324463
75,0.3513411581516266,0.44133010506629944
76,0.34976159036159515,0.4620863199234009
77,0.34976813197135925,0.44125062227249146
78,0.3470262438058853,0.4488711357116699
79,0.349324107170105,0.4407074749469757
80,0.3459750860929489,0.4302898645401001
81,0.3435215651988983,0.4341193437576294
82,0.34264495968818665,0.46422886848449707
83,0.3396754562854767,0.4538291096687317
84,0.3389868438243866,0.45316290855407715
85,0.33842265605926514,0.432731032371521
86,0.3360379487276077,0.42648205161094666
87,0.3351682871580124,0.4471503794193268
88,0.3348565697669983,0.4423782229423523
89,0.3353639096021652,0.4274941682815552
90,0.3347286880016327,0.45801955461502075
91,0.3313124179840088,0.45203766226768494
92,0.3299848288297653,0.450909286737442
93,0.32963819801807404,0.440790057182312
94,0.3302827924489975,0.4421737790107727
95,0.3275170177221298,0.44095298647880554
96,0.32757192850112915,0.43940630555152893
97,0.3251234143972397,0.4280075430870056
98,0.32596637308597565,0.4280410408973694
99,0.3252648413181305,0.424875408411026
100,0.32435180246829987,0.4355716407299042
101,0.32356078922748566,0.4212903380393982
102,0.32272836565971375,0.4248972535133362
103,0.3225157707929611,0.42121073603630066
104,0.31996767222881317,0.42720264196395874
105,0.32191942632198334,0.42333826422691345
106,0.32199305295944214,0.4115425944328308
