epoch,train_loss,valid_loss
109,0.35336170593897503,0.35091546177864075
110,0.35468165079752606,0.3507100045681
111,0.3536066810290019,0.34585729241371155
112,0.35077794392903644,0.35033509135246277
113,0.3509484827518463,0.3455943465232849
114,0.35061832269032794,0.34671342372894287
115,0.34960515300432843,0.3466273546218872
116,0.348646342754364,0.34308329224586487
117,0.34732293089230853,0.34352943301200867
118,0.3473103443781535,0.34420737624168396
119,0.3471171259880066,0.34920692443847656
120,0.3461013734340668,0.3424880802631378
121,0.3455742299556732,0.3473491668701172
122,0.3455826938152313,0.347016304731369
123,0.34619222084681195,0.34232351183891296
124,0.34432554244995117,0.3443142771720886
125,0.3448428312937419,0.34110158681869507
126,0.34396880865097046,0.3435439169406891
127,0.34747464458147687,0.34353113174438477
128,0.3496424953142802,0.3438529968261719
129,0.3456994791825612,0.3443824052810669
130,0.34399259090423584,0.3514367938041687
131,0.34546075264612836,0.34066042304039
132,0.3423268496990204,0.34367331862449646
133,0.34335801005363464,0.34426742792129517
134,0.34329559405644733,0.3554275631904602
135,0.34315292040507,0.34252259135246277
136,0.34103646874427795,0.34238383173942566
137,0.34163737297058105,0.34267839789390564
138,0.3425920605659485,0.34163662791252136
139,0.3428459167480469,0.3399503529071808
140,0.34290342529614765,0.344768226146698
141,0.34087418516476947,0.34706300497055054
142,0.34346817930539447,0.35010549426078796
143,0.34308843811353046,0.34253183007240295
144,0.3432166874408722,0.3409421443939209
145,0.3418622712294261,0.3680228888988495
146,0.3436653216679891,0.33913376927375793
147,0.3429798384507497,0.3459855914115906
148,0.3420606553554535,0.3443264067173004
149,0.33991846442222595,0.33786991238594055
150,0.33754443128903705,0.34195953607559204
151,0.3384472628434499,0.34001848101615906
152,0.3402141332626343,0.34049683809280396
153,0.3376864790916443,0.34017619490623474
154,0.3396758437156677,0.34232744574546814
155,0.3378772834936778,0.3427700400352478
156,0.3380808432896932,0.34437334537506104
157,0.33745241165161133,0.3415796160697937
158,0.34017854928970337,0.3353685736656189
159,0.3374675710995992,0.3359951674938202
160,0.3404851456483205,0.3376540541648865
161,0.33761560916900635,0.3355891704559326
162,0.336357722679774,0.33767765760421753
163,0.337568203608195,0.3527972400188446
164,0.3357343276341756,0.3354254364967346
165,0.33735161026318866,0.3369564414024353
166,0.33497647444407147,0.3352353572845459
167,0.3327273229757945,0.3351340591907501
168,0.33367811640103656,0.34099262952804565
169,0.33323102196057636,0.3346666991710663
170,0.33288052678108215,0.33427631855010986
171,0.33519720037778217,0.3353983163833618
172,0.33340301116307575,0.3373904228210449
173,0.33432893951733905,0.3384881615638733
174,0.3328918516635895,0.3482458293437958
175,0.3378504117329915,0.3421158790588379
176,0.3340045114358266,0.33493611216545105
177,0.3359318673610687,0.34277597069740295
178,0.33322688937187195,0.33378443121910095
179,0.3327736755212148,0.33473291993141174
180,0.33301155765851337,0.33813712000846863
181,0.3321480453014374,0.3345678150653839
182,0.32884596784909564,0.3335615396499634
183,0.3314388394355774,0.3325728476047516
184,0.33038900295893353,0.3319619297981262
185,0.3297918736934662,0.33250755071640015
186,0.3297836283842723,0.3330673277378082
187,0.3302043676376343,0.3351295590400696
188,0.33004140853881836,0.33301132917404175
189,0.3299368719259898,0.335350900888443
190,0.3312489688396454,0.3333248496055603
191,0.32890937725702923,0.34422874450683594
192,0.3294090727965037,0.3469875454902649
193,0.3304350475470225,0.332465261220932
194,0.3289106885592143,0.34603598713874817
195,0.33112754424413043,0.33688193559646606
196,0.32922759652137756,0.33298853039741516
197,0.32912840445836383,0.338955819606781
198,0.33090531826019287,0.3391668200492859
199,0.3296261926492055,0.3410932719707489
200,0.3364947736263275,0.34469661116600037
