epoch,train_loss,val_loss,dice,iou,sensitivity,specificity
1,12.494543194770813,1.757789134979248,0.1343986764550209,0.07208812857667606,0.6278204917907715,0.3831631938616435
2,13.656840284665426,1.7035129865010579,0.13138113419214884,0.07035676389932632,0.6191956996917725,0.3756088316440582
3,13.539323846499125,1.6876904964447021,0.13024534533421198,0.06970526029666264,0.6122389634450277,0.376999169588089
4,13.601191620031992,1.6878865957260132,0.1300055906176567,0.06956648205717404,0.6100698510805765,0.3781697650750478
5,13.650394022464752,1.690985918045044,0.12973334143559137,0.06940905625621478,0.6086832880973816,0.37833701570828754
6,13.642753084500631,1.6939965883890789,0.12959806869427362,0.06933119148015976,0.6082269350687662,0.378100464741389
7,13.644754747549692,1.6965142091115315,0.12961821258068085,0.06934259086847305,0.6080987453460693,0.3783317804336548
8,13.599010388056437,1.6987080574035645,0.12955268969138464,0.06930514549215634,0.6068983475367228,0.3792925775051117
9,13.615300476551056,1.7026722431182861,0.12983982264995575,0.06946903715531032,0.607988695303599,0.37970683972040814
10,13.499852259953817,1.7035915851593018,0.1297507012883822,0.06941830118497212,0.6061323682467142,0.3812955617904663
11,13.577407479286194,1.7057352860768635,0.12988901138305664,0.06949748223026593,0.6061628858248392,0.3820433517297109
12,13.628840784231821,1.7052131096522014,0.1299237683415413,0.06951817994316419,0.6053444345792135,0.38308186332384747
13,13.629099686940512,1.7056783040364583,0.13004004706939062,0.06958548227945964,0.6051629980405172,0.38387076059977215
14,13.604927937189737,1.706336776415507,0.1301466772953669,0.06964675585428874,0.6047919591267904,0.3848661581675212
15,13.64901610215505,1.7070346275965373,0.13032139837741852,0.0697472703953584,0.6056957443555196,0.38477571805318195
16,13.638586819171906,1.7072869936625164,0.13032694160938263,0.06975143154462178,0.6049944758415222,0.38552014032999676
17,13.636800368626913,1.7081880966822307,0.13033040116230646,0.06975430250167847,0.6045860449473063,0.3859056234359741
18,13.62856670220693,1.7095847924550374,0.13043735921382904,0.06981618205706279,0.6054304043451945,0.3854731321334839
19,13.702978074550629,1.7097047170003254,0.1304049715399742,0.06979833667476971,0.6050252517064413,0.3856791953245799
20,13.600059827168783,1.7122195561726887,0.13047421475251517,0.06983912363648415,0.6052812139193217,0.38566311200459796
21,13.691140790780386,1.7126420338948567,0.13042893012364706,0.06981353337566058,0.6042817433675131,0.3865192731221517
22,13.520375748475393,1.7133328914642334,0.13044635703166327,0.06982411444187164,0.6043704350789388,0.38645779093106586
23,13.598938743273417,1.7146503527959187,0.1305525948603948,0.06988505398233731,0.6050978302955627,0.3862215181191762
24,13.625593503316244,1.7158111731211345,0.13055898000796637,0.06988958145181338,0.6047125260035197,0.38662057121594745
25,13.672026256720224,1.7175125281016033,0.13065674404303232,0.06994566073020299,0.6053173343340555,0.38648033142089844
26,13.683644453684488,1.718111554781596,0.13072387129068375,0.06998434662818909,0.6053777933120728,0.38677870233853656
27,13.69942831993103,1.7181066274642944,0.13068080693483353,0.06996049731969833,0.6035613020261129,0.3885499636332194
28,13.620236078898111,1.7194700241088867,0.13078815241654715,0.0700227419535319,0.6040919621785482,0.3884763916333516
29,13.624755561351776,1.7214744488398235,0.13087491939465204,0.07007277384400368,0.604130228360494,0.3888901174068451
30,13.695728798707327,1.7220172882080078,0.1308982769648234,0.07008684799075127,0.6031656662623087,0.39006571968396503
31,13.638499538103739,1.7228784163792927,0.13098320861657461,0.07013555740316708,0.6037904620170593,0.3898359437783559
32,13.699763198693594,1.7246697743733723,0.13100092113018036,0.07014618068933487,0.6037886341412863,0.38989826043446857
33,13.657650113105774,1.7243506511052449,0.13106026500463486,0.07018054276704788,0.6027948061625162,0.39134349425633747
34,13.713383436203003,1.725658655166626,0.13112512230873108,0.07021814460555713,0.6028100649515787,0.3916560610135396
35,13.617540538311005,1.725827654202779,0.13119872411092123,0.07026082401474316,0.6021837989489237,0.3927484452724457
36,13.677679439385733,1.7267569303512573,0.13126364598671594,0.07029843082030614,0.6019633611043295,0.39333634575208026
37,13.603961944580078,1.7266667286554973,0.13133696218331656,0.07034104193250339,0.600756565729777,0.3950803875923157
38,13.581484417120615,1.726259748140971,0.13139080752929053,0.07037205745776494,0.6011541485786438,0.39492226640383404
39,13.665677428245544,1.726748784383138,0.1314864456653595,0.07042711352308591,0.6013118028640747,0.3952614963054657
40,13.580249627431234,1.7272045214970906,0.1315097063779831,0.07044021785259247,0.6011947393417358,0.39555152257283527
41,13.524626533190409,1.729201356569926,0.13158210863669714,0.07048170641064644,0.6017116705576578,0.39536774158477783
42,13.580025553703308,1.7282768487930298,0.13172783702611923,0.0705654186507066,0.6015414595603943,0.3963756759961446
43,13.672515968481699,1.7275579770406086,0.131846954425176,0.07063402235507965,0.6015243728955587,0.3970451354980469
44,13.6408012509346,1.7279723485310872,0.13183653354644775,0.0706282543639342,0.60065096616745,0.39796579877535504
45,13.674062689145407,1.7289894421895344,0.13203364113966623,0.07074165592590968,0.6008328199386597,0.398825724919637
46,13.54168333609899,1.7302456696828206,0.1320344333847364,0.070741917937994,0.6008588870366415,0.39881036678949994
47,13.612139681975046,1.7298369805018108,0.13212635864814123,0.07079461713631947,0.6009530226389567,0.3992248872915904
48,13.597548405329386,1.728386680285136,0.13226341704527536,0.07087309285998344,0.6006361246109009,0.40035533905029297
49,13.618646383285522,1.7286527156829834,0.132374736169974,0.0709369791050752,0.6007444063822428,0.40085359414418537
50,13.591827750205994,1.7278289794921875,0.13252142568429312,0.07102130477627118,0.6002367734909058,0.40222012003262836
