epoch,train_loss,val_loss,dice,iou,sensitivity,specificity
1,1.6069278319676716,1.5900898377100627,0.13481981307268143,0.0723172202706337,0.6065021753311157,0.3870900273323059
2,1.6000749799940321,1.6080445051193237,0.13089474042256674,0.07007272789875667,0.4350992540518443,0.5672134160995483
3,1.6017115513483684,1.6286134322484334,0.13638404260079065,0.07321258634328842,0.4638592600822449,0.5573731064796448
4,1.601488510767619,1.6504599650700886,0.13137602806091309,0.07034592082103093,0.5103789071242014,0.48024163643519086
5,1.6019048028522067,1.675520896911621,0.13278706620136896,0.07112892468770345,0.5569285949071249,0.4335358142852783
6,1.6010684569676716,1.7016795078913372,0.1350677857796351,0.07243298242489497,0.5933920741081238,0.40423903862635296
7,1.6014479001363118,1.723402500152588,0.13504729668299356,0.07241982221603394,0.6069180369377136,0.3893091380596161
8,1.6010288662380643,1.747428297996521,0.13615215321381888,0.07305544863144557,0.6208595037460327,0.3802517255147298
9,1.60003395875295,1.7695214748382568,0.1365686555703481,0.07329608251651128,0.6299588680267334,0.37268022696177167
10,1.6014050245285034,1.7838979164759319,0.13687081634998322,0.07347048570712407,0.6356998483339945,0.36799147725105286
11,1.601232886314392,1.7931934595108032,0.1364408085743586,0.07322286814451218,0.6363209883371989,0.3648494879404704
12,1.5987664063771565,1.7951631546020508,0.1366466830174128,0.07334144165118535,0.635107696056366,0.3674290080865224
13,1.603977640469869,1.798664967219035,0.13676676154136658,0.07341063767671585,0.6376036802927653,0.3653232753276825
14,1.601221654150221,1.795523206392924,0.13681526482105255,0.07343864937623341,0.6380512118339539,0.36506486932436627
15,1.6015768845876057,1.795559565226237,0.13676240046819052,0.07340830316146214,0.6377992431322733,0.3650195201237996
16,1.6028391652637057,1.7989928722381592,0.13681534926096597,0.07343873381614685,0.6396639943122864,0.3632374405860901
17,1.6028746234046087,1.7999651432037354,0.13669677078723907,0.07337051381667455,0.6404719948768616,0.36162469784418744
18,1.600185579723782,1.7974992195765178,0.1368686407804489,0.07346949477990468,0.6403347849845886,0.3627675573031108
19,1.602922836939494,1.7977609634399414,0.13653499881426492,0.07327729711929958,0.6382320523262024,0.3632437487443288
20,1.601614965332879,1.7995054721832275,0.13696295022964478,0.07352390388647716,0.639161745707194,0.36464378237724304
21,1.601342002550761,1.7961991628011067,0.136799156665802,0.07342931379874547,0.6362377007802328,0.3670191864172618
22,1.6025937795639038,1.8012925386428833,0.13665532072385153,0.07334658006827037,0.6373194654782613,0.3649633526802063
23,1.601354440053304,1.80223814646403,0.13684819638729095,0.07345770547787349,0.6384980082511902,0.3647627333799998
24,1.602144095632765,1.801584243774414,0.13690461218357086,0.07349013288815816,0.63910045226415,0.3644285003344218
25,1.6027830706702337,1.7986594041188557,0.13684652745723724,0.07345662266016006,0.6372492909431458,0.3661547303199768
26,1.601229853100247,1.7983934084574382,0.1368319789568583,0.07344816625118256,0.6364539265632629,0.36701298753420514
27,1.6038769880930583,1.7974799076716106,0.1369234174489975,0.0735008716583252,0.6344955762227377,0.36973798274993896
28,1.604268643591139,1.7980165878931682,0.13703615963459015,0.07356594999631245,0.6375252405802408,0.36692119638125104
29,1.6001596318350897,1.7994932730992634,0.13684165477752686,0.07345383614301682,0.6370938022931417,0.3663286169370015
30,1.6029416190253363,1.7987512350082397,0.1368007312218348,0.07343025257190068,0.638114333152771,0.36494411031405133
31,1.5995928181542292,1.799301544825236,0.13701354960600534,0.07355297356843948,0.6406950950622559,0.3632101317246755
32,1.6017372343275282,1.7966277599334717,0.13678719600041708,0.07342247664928436,0.6376885573069254,0.36532655358314514
33,1.5995549625820584,1.7975038687388103,0.13639818131923676,0.07319836566845576,0.6380335092544556,0.3627183735370636
34,1.6026378207736545,1.799604336420695,0.13668272395928702,0.07336241751909256,0.6395104130109152,0.3626413842042287
35,1.601915333006117,1.795711596806844,0.13670457899570465,0.07337483018636703,0.6368376215298971,0.3657856484254201
36,1.6026546425289578,1.79909880956014,0.13677761455376944,0.07341694086790085,0.637380321820577,0.36559324463208515
37,1.599460932943556,1.7943833669026692,0.13690637548764548,0.0734911635518074,0.6383740107218424,0.36514543493588764
38,1.6027551227145724,1.7972747087478638,0.1369432806968689,0.07351223627726237,0.6373971700668335,0.36651087800661725
39,1.5999224053488836,1.7987415790557861,0.13701198995113373,0.07355195532242458,0.6381574670473734,0.36604206760724384
40,1.5995202726787991,1.8002590735753377,0.13690456251303354,0.0734901304046313,0.639526347319285,0.36387049158414203
41,1.600517537858751,1.7979527314503987,0.13659135500590006,0.07330958048502605,0.6395901441574097,0.36200345555941266
42,1.6006832785076566,1.7973896662394206,0.13678909341494241,0.07342358181873958,0.6399743556976318,0.3626548449198405
43,1.6007511350843642,1.8014874458312988,0.13690513372421265,0.07349062711000443,0.6406135559082031,0.36268256107966107
44,1.6012950738271077,1.7984302441279094,0.13683739801247916,0.07345138490200043,0.6369335452715555,0.36647312839825946
45,1.5996486875745985,1.8011110226313274,0.13668530186017355,0.07336375365654628,0.6384973128636678,0.36381402611732483
46,1.6019117302364774,1.800121784210205,0.13676040867964426,0.07340708871682484,0.6386757294336954,0.36401699980099994
47,1.6008155743281047,1.7999650637308757,0.13685914874076843,0.07346402357021968,0.6395113666852316,0.363633135954539
48,1.5988427797953289,1.8025856018066406,0.13670102755228677,0.07337300479412079,0.6396569609642029,0.3625429670015971
49,1.6008263164096408,1.798765778541565,0.13680470983187357,0.07343248277902603,0.6369717915852865,0.36624667048454285
50,1.601900233162774,1.795671025911967,0.13654412825902304,0.07328234612941742,0.6356786688168844,0.36616626381874084
