Epoch,Train_Loss,Val_Loss,Dice,IoU,Sen,Spe
1,,0.55852210521698,0.14247304697831473,0.07670968522628148,0.5722340941429138,0.42867961525917053
2,,0.5586175521214803,0.1425328552722931,0.0767442559202512,0.5726209084192911,0.4285482664903005
