epoch,train_loss,val_loss,dice,iou,sensitivity,specificity
1,5.824814213646783,1.7049525181452434,0.13519824792941412,0.07254334539175034,0.6244393587112427,0.3636949459711711
2,5.8281212780210705,1.758252223332723,0.13737071553866068,0.07379059493541718,0.6330347458521525,0.36668358246485394
3,5.833067403899299,1.789331316947937,0.1373975103100141,0.07380589346090953,0.6298954685529073,0.37040557463963825
4,5.801895459493001,1.804922342300415,0.13725076615810394,0.07372156033913295,0.6271036068598429,0.37271546324094135
5,5.828896933131748,1.809082825978597,0.13739140331745148,0.0738024686773618,0.6265950798988342,0.3740982413291931
6,5.823058287302653,1.810213843981425,0.13701941321293512,0.07358696808417638,0.6243579387664795,0.3746310969193776
7,5.778685225380792,1.8142988284428914,0.1366897076368332,0.07339654366175334,0.6220964590708414,0.37538520495096844
8,5.819672213660346,1.8175090154012044,0.13638572146495184,0.0732217604915301,0.6200515031814575,0.37597132722536725
9,5.8344719012578325,1.819073756535848,0.136354590455691,0.07320395857095718,0.6202728549639384,0.3755246897538503
10,5.806060274442037,1.8209895292917888,0.13626499474048615,0.07315219938755035,0.6200604438781738,0.37525789936383563
11,5.838233563635084,1.8205115795135498,0.1362691124280294,0.07315444697936375,0.6201333403587341,0.3752096692721049
12,5.809633387459649,1.8216183582941692,0.1362557659546534,0.07314641028642654,0.6197691361109415,0.37558744351069134
13,5.829654852549235,1.8201181888580322,0.13620661944150925,0.0731182520588239,0.6195994218190511,0.3754939039548238
14,5.831833216879103,1.8204722007115681,0.1362623075644175,0.07315032184123993,0.6202443838119507,0.3750713070233663
15,5.806934793790181,1.81961989402771,0.13619178036848703,0.07310931632916133,0.6198016007741293,0.3752194444338481
16,5.813651667700873,1.8212903340657551,0.13620781153440475,0.07311896483103435,0.6196101109186808,0.37547870477040607
17,5.852399852540758,1.8196125030517578,0.1362886925538381,0.07316547880570094,0.6202395558357239,0.3752223054567973
18,5.795544399155511,1.820228139559428,0.1362564613421758,0.07314654688040416,0.6204307277997335,0.374856839577357
19,5.794954750272963,1.8217459917068481,0.13627498845259348,0.0731574868162473,0.620232363541921,0.37515807151794434
20,5.828476561440362,1.819782018661499,0.1361708864569664,0.07309742271900177,0.6196370323499044,0.37526364127794903
21,5.789144966337416,1.8201855421066284,0.136146180331707,0.07308315734068553,0.6195312738418579,0.3752545317014058
22,5.817681405279371,1.8211130698521931,0.13613243649403253,0.07307557761669159,0.6194125612576803,0.375281681617101
23,5.791976902219984,1.8197880188624065,0.13629029194513956,0.07316677272319794,0.6202799081802368,0.3751510481039683
24,5.802705619070265,1.8208216031392415,0.13622101644674936,0.07312676807244618,0.6201068758964539,0.37497884035110474
25,5.820980694558886,1.8205251693725586,0.13621087869008383,0.07312051703532536,0.6198237935702006,0.3752709627151489
26,5.830347153875563,1.8204975922902424,0.1361166462302208,0.07306645810604095,0.6190876166025797,0.37556156516075134
27,5.837691399786207,1.821132739384969,0.13625720888376236,0.07314779857794444,0.6198300123214722,0.37545602520306903
28,5.795568929778205,1.8212583462397258,0.1363034869233767,0.07317431271076202,0.6195529301961263,0.37605005502700806
29,5.846744272443983,1.8199690977732341,0.13626163204511008,0.07314980278412501,0.6196384231249491,0.3757575949033101
30,5.787373714976841,1.819900631904602,0.1362127587199211,0.07312117020289104,0.6190954248110453,0.37615318099657696
31,5.7956227858861284,1.8201563755671184,0.1362768734494845,0.07315842062234879,0.6201098163922628,0.37531862656275433
32,5.80221774843004,1.8201864957809448,0.1362739404042562,0.07315686345100403,0.6204205751419067,0.37495148181915283
33,5.83534562587738,1.8203399578730266,0.136270302037398,0.07315465062856674,0.6202102502187093,0.37517597277959186
34,5.807775921291775,1.8199511369069417,0.13618909319241843,0.07310782372951508,0.6196098327636719,0.37541258335113525
35,5.834888789388868,1.81859290599823,0.13626142342885336,0.07314965377251308,0.6200261910756429,0.3753289779027303
36,5.822867274284363,1.8195381959279378,0.13624232510725656,0.07313899944225948,0.6202729741732279,0.37491024533907574
37,5.8182269599702625,1.821096420288086,0.13625809798638025,0.07314801464478175,0.6203508178393046,0.3749128182729085
38,5.83080267906189,1.818993091583252,0.13624169677495956,0.07313830405473709,0.6204050381978353,0.37478678425153095
39,5.815221137470669,1.8194246292114258,0.1362366924683253,0.07313528408606847,0.6202772259712219,0.3749157090981801
40,5.810986638069153,1.8205002546310425,0.13626709580421448,0.0731531356771787,0.6201403538386027,0.37520315249760944
41,5.810428486929999,1.8194531202316284,0.13627676417430243,0.07315868387619655,0.6198239326477051,0.3756207227706909
42,5.8046979904174805,1.820026199022929,0.13628212362527847,0.0731620192527771,0.6201537052790324,0.3752625683943431
43,5.813746783468458,1.8211828470230103,0.13620949784914652,0.07311985890070598,0.6196932991345724,0.37541693449020386
44,5.810921788215637,1.8201640446980794,0.1362685983379682,0.07315406203269958,0.6204412380854288,0.3748680849870046
45,5.821580820613438,1.8192833264668782,0.13623036940892538,0.07313172767559688,0.6199512680371603,0.37525004148483276
46,5.833850926823086,1.8204834858576457,0.13627737760543823,0.0731588825583458,0.6199663281440735,0.37547241648038227
47,5.834110604392158,1.8209606409072876,0.13629337896903357,0.07316802938779195,0.6201615929603577,0.3753483494122823
48,5.810196863280402,1.8188457489013672,0.13622717062632242,0.07313004632790883,0.6201855540275574,0.3749394516150157
49,5.794770744111803,1.819440523783366,0.13628641019264856,0.07316455245018005,0.6200818022092184,0.37534969051678974
50,5.787987112998962,1.8197186787923176,0.13625739763180414,0.07314771662155788,0.6201580961545309,0.3751254777113597
